"N","P","K","temperature","humidity","ph","rainfall","label"
"59","30","32","20.31","51.96","7.39","59.89","barley"
"77","42","25","15.99","59.9","7.77","54.01","barley"
"58","36","33","16.95","48.54","6.5","73.99","barley"
"58","42","25","17.8","46.13","8.02","70.39","barley"
"71","30","46","19.16","56.02","6.87","52.13","barley"
"61","41","46","23.03","63.1","7.05","77.28","barley"
"57","39","35","20.37","45","7.22","53.21","barley"
"72","33","34","22.15","53.28","7.81","44.98","barley"
"60","43","28","21.96","63.52","8.06","87.42","barley"
"55","32","35","14.4","50.76","7.81","42.63","barley"
"76","37","36","17.11","60.39","7.12","50.82","barley"
"42","35","28","23.53","63.48","7.5","75.99","barley"
"47","42","31","20.55","56.89","7.4","41.21","barley"
"60","36","45","18.49","58.58","8.1","55.86","barley"
"58","48","25","22.29","52.3","7.53","55.55","barley"
"63","43","30","16.31","45.49","7.79","52.33","barley"
"66","38","35","20.5","56.69","7.53","55.93","barley"
"64","37","36","18.56","54.78","7.44","60.28","barley"
"51","39","31","18.68","52.99","6.5","69.86","barley"
"60","40","36","18.6","62.57","6.5","38.82","barley"
"66","43","39","14.48","56.83","8.02","35","barley"
"57","40","40","23.29","57.06","7.2","55.76","barley"
"49","40","42","14.24","65","7.48","53.9","barley"
"47","43","44","18.86","55.06","7.57","62.79","barley"
"60","35","32","17.58","50.92","7.34","43.36","barley"
"53","44","33","18.26","48.74","7.53","68.24","barley"
"52","41","31","20.27","57.95","7.37","67.2","barley"
"57","30","33","23.66","54.74","6.91","78.66","barley"
"56","36","32","20.6","60.21","7.48","65.31","barley"
"57","40","40","17.6","57.22","7.63","54.45","barley"
"60","41","31","18.85","59.9","7.33","67.58","barley"
"60","40","33","20.17","51.19","8.02","50.28","barley"
"69","35","43","16.94","45.11","7.11","72.81","barley"
"62","32","39","22.91","52.76","6.87","54.95","barley"
"59","44","31","18.36","53.92","7.97","45.34","barley"
"41","49","45","20.04","45","7.24","37.51","barley"
"67","31","44","18.44","58.4","7.73","82.6","barley"
"71","48","43","13.24","47.5","7.77","37.9","barley"
"70","30","43","17.33","59.27","8.2","41.31","barley"
"60","50","40","18.03","53.8","7.93","45.77","barley"
"67","38","32","13.83","54.55","7.81","67.2","barley"
"60","48","39","21.23","57.44","7.37","71.09","barley"
"70","45","35","24.28","52.72","7.89","70","barley"
"80","46","31","13.75","51.89","7.78","65.66","barley"
"56","40","35","14.16","53.47","7.23","51.53","barley"
"53","45","31","15.12","53.86","7.94","54.3","barley"
"75","45","28","19.65","46.06","7.25","35","barley"
"59","42","29","17.33","53.4","7.37","60.9","barley"
"56","43","29","16.99","63.46","7.63","56.11","barley"
"63","42","33","16.18","55.98","7.15","64.54","barley"
"61","39","25","17.88","56.86","7.83","72.33","barley"
"58","49","42","15.96","55.1","7.64","77.19","barley"
"61","38","42","13.96","54.65","6.72","49.09","barley"
"41","36","27","12","53.05","7.27","53.08","barley"
"73","43","33","21.34","51.33","6.94","71.38","barley"
"61","45","33","16.14","51.72","7.48","47.23","barley"
"43","37","32","21.97","54.06","7.36","58.22","barley"
"50","50","38","21.34","59.44","7.26","54.17","barley"
"63","50","25","20.72","50.09","8.17","64.55","barley"
"69","32","30","18.48","46.19","7.23","80.72","barley"
"69","49","35","21.99","45.76","7.86","46.17","barley"
"57","38","38","20.37","58.7","8.2","59.29","barley"
"68","38","34","19.15","57.26","7.66","52.9","barley"
"74","40","38","17.57","55.93","7.65","58.81","barley"
"66","30","29","13.5","51.39","6.88","54.45","barley"
"65","40","38","20.98","50.75","7.73","42.76","barley"
"52","50","39","23.5","55.29","7.46","77.76","barley"
"66","46","46","24.14","57.62","7.81","58.8","barley"
"68","49","26","23.58","55.02","6.69","68.56","barley"
"58","40","36","17.8","56.93","6.95","45.27","barley"
"54","38","50","13.73","58.26","7.83","43.17","barley"
"53","38","42","24.09","54.69","7.27","68.97","barley"
"57","46","35","20.7","53.66","7.02","50.06","barley"
"56","31","35","14.72","58.34","7.99","71.61","barley"
"57","46","31","16.52","49.22","7.62","47.31","barley"
"69","47","36","19.4","52.74","7.3","75.19","barley"
"65","34","36","15.04","56.29","7.53","36.29","barley"
"79","45","32","16.65","58","7.21","61.06","barley"
"49","33","38","12","64.6","7.52","46.93","barley"
"71","43","25","13.98","54.18","7.62","54.27","barley"
"68","45","37","20.66","58.02","7.33","62.09","barley"
"71","34","33","20.69","55.68","7.72","61.6","barley"
"59","41","39","18.52","58.2","7.24","67.92","barley"
"65","44","33","20.3","57.83","8.2","49.67","barley"
"57","35","25","19.1","51.39","7.2","53.45","barley"
"70","31","35","20.17","61.8","7.15","50.03","barley"
"71","36","29","18.13","54.59","7.4","63.19","barley"
"51","50","36","18.98","54.56","7.72","70.69","barley"
"61","42","38","19.98","58.14","7.64","58.15","barley"
"65","41","30","12","57.88","7.24","57.56","barley"
"58","32","27","12","56.74","7.49","44.09","barley"
"41","31","36","18.89","55.81","7.53","63.53","barley"
"55","39","39","18.73","48.24","7.16","53.11","barley"
"57","30","28","22.26","53.51","6.76","58.45","barley"
"57","34","33","15.83","57.59","7.43","49.75","barley"
"42","33","33","17.51","51.21","6.97","80.94","barley"
"56","38","41","15.18","53.41","6.82","74.18","barley"
"66","36","36","16.42","57.18","7.51","35","barley"
"59","40","35","19.25","53.16","8.11","81.71","barley"
"63","47","42","14.07","49.92","6.88","63.89","barley"
"56","40","39","16.23","56.39","7.91","65.94","barley"
"65","41","38","20.28","57.76","7.44","51.7","barley"
"58","40","29","16.88","52.85","7.26","82.42","barley"
"51","36","32","15.34","58.88","7.16","86.4","barley"
"71","44","31","20.4","51.56","7.02","55.68","barley"
"58","43","34","15.84","57.42","7.03","77.12","barley"
"58","40","30","16.88","45.15","7.27","69.36","barley"
"63","46","45","16.69","49.47","7","62.74","barley"
"61","42","29","16.74","51.05","8.16","45.21","barley"
"63","43","43","22.01","61.88","6.97","59.13","barley"
"71","43","32","20.11","61.41","7.59","67.39","barley"
"53","40","25","13.24","49.68","6.78","70.51","barley"
"54","42","33","20.41","52.57","7.49","75.6","barley"
"73","38","40","17.86","45","7.55","54.24","barley"
"73","35","38","15.07","49.36","7.68","45.81","barley"
"40","31","34","16.39","58.8","7.38","73.44","barley"
"60","42","38","21.66","59.82","7.25","66.04","barley"
"64","49","33","19.55","59.42","7.63","43.31","barley"
"58","36","50","20.1","63.45","7.5","39.25","barley"
"61","41","38","22.41","47.55","8.13","58.24","barley"
"77","36","32","18.94","53.58","7.86","68.9","barley"
"55","40","39","12.14","61.94","7.56","59.21","barley"
"61","41","25","15.37","59.19","7.98","42.32","barley"
"58","49","36","18.4","54.52","7.8","57.81","barley"
"79","39","32","14.72","54.46","7.23","35","barley"
"68","50","44","18.81","52.77","6.5","35","barley"
"65","38","39","15.32","56.9","8.2","59.91","barley"
"51","45","36","20.72","51.29","7.82","58","barley"
"48","30","31","20.39","49.29","7.47","77.21","barley"
"47","34","35","20.29","54.97","7.93","40.88","barley"
"70","49","40","23.06","58.96","7.09","57.58","barley"
"53","36","42","17.76","61.64","7.32","79.71","barley"
"80","32","41","16.36","65","7.08","69.07","barley"
"67","37","33","16.89","54.14","7.83","54.62","barley"
"72","44","35","23","62.41","7.23","65.36","barley"
"47","47","43","14.19","55.65","7.25","59.17","barley"
"60","47","31","22.25","50.83","6.92","41.08","barley"
"73","42","38","19.86","59.11","7.63","57.05","barley"
"48","37","40","19.49","60.46","7.84","53.96","barley"
"62","40","41","13.54","56.51","7.61","66.89","barley"
"56","45","42","20.91","52.53","7.51","59.93","barley"
"59","32","31","16.75","55.17","7.43","75.38","barley"
"48","38","40","15.89","57.39","7.59","52.74","barley"
"59","46","26","22.17","50.46","7.46","47.03","barley"
"60","32","25","17.91","55.16","7.58","52.76","barley"
"65","45","37","18.32","52.52","7.06","51.24","barley"
"61","48","33","16.36","55.42","7.46","56.35","barley"
"66","50","42","18.33","56.95","7.5","43.72","barley"
"66","42","25","17.66","52.08","7.44","57.06","barley"
"80","42","47","19.17","54.16","7.46","35.95","barley"
"63","35","30","16","54.66","7.32","62.2","barley"
"57","33","39","18.05","50","7.49","71.12","barley"
"54","44","34","18.19","58.86","8.17","50.85","barley"
"57","44","33","21.21","60.32","6.64","90","barley"
"70","32","29","14.35","63.36","7.39","60.24","barley"
"58","39","31","17.02","64.34","7.55","53.93","barley"
"51","42","32","18.32","53.28","6.98","90","barley"
"57","39","26","14.15","51.44","7.18","59.7","barley"
"57","35","35","17.82","53.77","7.7","60.42","barley"
"58","46","35","20.32","60.6","7.41","68.63","barley"
"54","37","39","15.71","57.48","6.65","90","barley"
"57","45","38","18.06","50.26","7.56","75.55","barley"
"59","38","39","13.74","58.39","7.71","36.47","barley"
"62","38","39","15.74","54.6","7.64","53.22","barley"
"56","37","38","18.11","63.96","7.07","57.48","barley"
"51","35","36","22.94","55.23","7.99","72.84","barley"
"64","50","41","21.39","55.47","7.5","60.31","barley"
"55","38","31","18.36","53.04","7.23","62.24","barley"
"62","44","41","16.23","59.05","7.45","56.04","barley"
"68","34","40","18.94","58.53","7.81","60.28","barley"
"67","40","29","16.68","58.94","7.12","62.59","barley"
"66","45","37","15.47","58.04","7.52","56.98","barley"
"68","34","35","21.5","47.93","8.18","69.34","barley"
"47","30","40","23.34","48.08","6.75","56.69","barley"
"68","35","31","21.58","61.88","7.83","55.72","barley"
"51","42","27","12.77","52.04","7.31","56.66","barley"
"41","37","29","17","47.84","7.69","64.3","barley"
"76","50","37","18.94","60.27","7.48","56.24","barley"
"70","43","42","21.26","57.32","7.09","64.04","barley"
"57","43","45","19.51","51.56","7.57","74.04","barley"
"73","33","36","16.93","48.69","8.2","63.05","barley"
"50","42","36","17.42","63.28","7.76","56.02","barley"
"50","34","30","18.4","50.88","7.29","85.72","barley"
"61","43","35","15.08","65","8.15","35","barley"
"62","40","43","20.16","55.98","6.91","52.69","barley"
"54","34","41","16.15","54.44","7.07","87.25","barley"
"64","30","40","22.39","55.19","6.86","57.72","barley"
"53","41","37","16.71","47.66","7.14","74.44","barley"
"59","42","38","13.65","54.64","6.7","56.9","barley"
"71","34","34","15.68","45.46","7.63","54.06","barley"
"54","48","34","18.55","49.13","8.11","56.78","barley"
"47","44","36","20.33","45.54","7.33","52.84","barley"
"66","39","38","21.73","58.74","7.95","54.13","barley"
"78","34","48","16.98","56.09","7.84","43.08","barley"
"53","36","42","20.17","50.38","7.55","51.06","barley"
"49","41","28","17.99","56.54","7.07","44.12","barley"
"66","38","43","15.91","59.37","6.91","50.66","barley"
"60","45","34","23.59","58.6","7.47","62.09","barley"
"75","43","28","17.84","56.66","7.95","69.15","barley"
"71","32","32","16.04","57.1","7.85","64.81","barley"
"66","48","33","13.86","55.44","7.25","59.88","barley"
"78","36","37","18.11","61.78","7.39","67.9","barley"
"52","32","36","20.68","56.47","7.96","43.21","barley"
"73","50","31","17.71","45.49","7.26","86.56","barley"
"57","44","31","16.18","57.07","7.26","59.7","barley"
"40","38","39","18.23","61.79","7.93","55.81","barley"
"68","38","37","23.56","60.62","8.06","52.64","barley"
"58","50","34","17.52","65","7.38","71.41","barley"
"54","36","25","12.64","53.19","7.42","76.54","barley"
"76","47","33","16.81","57.34","7.48","68.24","barley"
"53","44","39","17.11","54.59","7.8","59.06","barley"
"66","35","50","19.99","51.42","6.91","52.45","barley"
"53","35","37","16.25","53.4","7.43","63.83","barley"
"54","49","37","20.25","46.07","7.52","65.45","barley"
"67","32","37","12","52.22","7.96","54.2","barley"
"58","35","35","22.81","53.64","7.46","88.77","barley"
"62","38","37","13.57","52.83","7.34","35","barley"
"74","35","43","22.99","52.34","8.2","62.83","barley"
"80","45","27","15.73","63.03","7.78","48.43","barley"
"55","38","49","13.41","55.64","7.96","75.47","barley"
"54","39","31","21.47","61.96","7.54","82.55","barley"
"57","40","34","22.1","55.7","7.31","56.28","barley"
"68","39","46","17.85","58.2","6.91","52.89","barley"
"69","32","45","19.94","60.54","7.43","41.05","barley"
"61","42","41","23.09","53.43","7.58","71.09","barley"
"46","35","26","21.21","57.55","7","69.29","barley"
"62","38","34","15.03","53.37","7.71","43.92","barley"
"42","30","50","12","63.4","7.46","57.48","barley"
"62","44","27","25","50.93","6.9","35","barley"
"60","36","47","19.88","54.66","7.69","39.42","barley"
"68","40","33","21.31","55.94","6.76","61.22","barley"
"51","35","33","17.85","62.82","7.74","60.73","barley"
"55","38","45","24.61","64.91","7.3","55.2","barley"
"68","40","31","19.03","51.32","7.15","83.6","barley"
"49","30","31","17.59","50.63","7.53","50.57","barley"
"51","43","25","17.02","51.9","7.74","56.05","barley"
"72","50","31","19.17","51.79","6.81","57.91","barley"
"63","36","36","20.33","61.97","7.61","63.26","barley"
"52","44","39","18.05","53.9","7.49","53.58","barley"
"72","50","39","17.98","46.69","8.1","53.98","barley"
"64","48","29","19.97","50.42","8","90","barley"
"42","38","40","24.85","58.26","6.59","38.66","barley"
"47","45","36","15.74","50.31","7.67","77.35","barley"
"66","46","36","16.87","59.2","7.79","61.69","barley"
"61","45","30","16.78","47.51","7.74","69.64","barley"
"51","39","40","19.66","50.21","8.2","54.5","barley"
"68","44","33","20.89","59.19","7.04","53.3","barley"
"42","41","36","19.68","58.31","7.09","52.33","barley"
"55","36","29","16.73","61.33","6.96","51.8","barley"
"61","43","33","14.26","52.53","7.64","48.17","barley"
"60","44","34","16.78","59.47","7.24","61.64","barley"
"64","37","27","16.64","46.02","7.11","57.12","barley"
"50","46","27","17.5","65","7.87","58.61","barley"
"52","42","34","25","49.17","7.66","84.73","barley"
"58","38","48","22.11","52.12","7.18","47.65","barley"
"70","42","39","15.23","45","7.29","49.47","barley"
"58","37","38","16.46","54.36","6.96","72.01","barley"
"56","41","37","14.16","52.89","7.78","46.66","barley"
"63","39","32","20.2","53.87","7.74","60.18","barley"
"53","49","45","16.58","53.97","7.35","45.63","barley"
"68","50","39","12.92","53.21","7.52","63.44","barley"
"59","46","25","18.13","58.36","7.49","68.03","barley"
"53","38","30","14.47","50.52","7.1","51.38","barley"
"64","44","37","24.67","62.2","7.37","35","barley"
"71","39","35","16.45","60.26","7.22","56.45","barley"
"55","31","36","18.59","62.35","7.09","61.72","barley"
"64","48","36","12","49.38","7.05","45.6","barley"
"65","44","25","19.59","55.5","7.5","58.14","barley"
"40","45","41","23.14","54.9","7.21","70.39","barley"
"48","33","34","17.1","49.51","7.42","52.7","barley"
"51","30","43","16.46","54.31","7.65","52.37","barley"
"57","35","39","19.67","49.69","7.66","73.86","barley"
"41","37","41","16.3","54.02","7.94","63.35","barley"
"64","38","40","18.54","57.56","7.58","55.2","barley"
"46","36","40","19.62","52.8","7.66","76.37","barley"
"53","38","32","20.07","57.19","7.75","35","barley"
"63","50","34","20.63","56.42","7.56","37.94","barley"
"47","36","26","17.17","48.55","7.32","61.59","barley"
"78","40","38","18.05","54.2","7.98","58.66","barley"
"57","39","34","19.17","58.68","7.78","64.45","barley"
"41","37","27","14.26","62.19","7.46","68.33","barley"
"56","31","41","17.36","54.14","7.49","62.23","barley"
"78","47","34","21.79","51.7","6.99","44.45","barley"
"63","49","29","18.78","53.47","7.99","66.32","barley"
"75","33","44","17.58","57.38","7.02","48.22","barley"
"68","47","39","16.69","46.67","6.99","61.65","barley"
"51","44","41","16.78","53.76","7.77","49.8","barley"
"61","32","39","19.47","52.95","7.79","68.35","barley"
"53","30","25","14.78","65","6.65","62.28","barley"
"52","37","36","16.1","53.21","6.91","35","barley"
"50","36","39","18.94","54.97","7.96","48.3","barley"
"70","35","41","21.53","54.78","6.97","63.14","barley"
"53","43","29","22.12","54.86","7.55","60.85","barley"
"58","35","36","13.77","56.78","7.64","90","barley"
"52","38","32","17.36","62.92","7.01","63.97","barley"
"51","43","47","15.61","58.34","7.47","49.09","barley"
"62","40","31","17.33","50.82","6.84","74.11","barley"
"53","44","46","20.21","62.99","7.83","49.18","barley"
"43","33","35","20.65","56.57","7.33","73.74","barley"
"53","40","38","15.11","46.19","7.32","47.15","barley"
"62","40","30","19.4","65","7.48","45.91","barley"
"50","34","25","21.57","54.96","6.52","76","barley"
"51","46","38","16.97","47.6","6.98","74.1","barley"
"69","41","28","14.46","62.46","7.19","50.88","barley"
"70","44","36","21.68","55.42","7","84.75","barley"
"64","50","42","18.25","59.63","7.29","35","barley"
"60","48","39","17.21","55.89","7.64","51.43","barley"
"54","39","34","19.35","58.55","7.51","75.71","barley"
